  1.000000+6  6.479700-2  9.618100-3  1.008100-3 -2.704900-4  0.000000+0  0.000000+0                      
  1.100000+6  6.550000-2  1.070900-2  1.146800-3 -4.118800-4  0.000000+0  0.000000+0                      
  1.200000+6  6.536000-2  1.188100-2  1.234700-3 -6.050800-4  0.000000+0  0.000000+0                      
  1.300000+6  6.436300-2  1.319900-2  1.240500-3 -8.620300-4  0.000000+0  0.000000+0
  1.400000+6  6.247500-2  1.475200-2  1.122800-3 -1.195200-3  6.114500-5  0.000000+0
  1.500000+6  5.963500-2  1.664300-2  8.259800-4 -1.615700-3  8.828800-5  0.000000+0
  1.600000+6  5.578100-2  1.897000-2  2.492400-4 -2.126300-3  1.247900-4  0.000000+0
  1.650000+6  5.328500-2  2.039500-2 -2.552000-4 -2.416100-3  1.488000-4  0.000000+0
  1.680000+6  5.180600-2  2.117000-2 -5.907000-4 -2.578500-3  1.632100-4  0.000000+0
  1.700000+6  5.076500-2  2.158000-2 -8.678800-4 -2.658500-3  1.728200-4  0.000000+0
  1.710000+6  4.995100-2  2.184900-2 -1.114800-3 -2.661400-3  1.789500-4  0.000000+0
  1.720000+6  4.878600-2  2.243800-2 -1.386900-3 -2.581800-3  1.850800-4  0.000000+0
  1.730000+6  4.760800-2  2.426300-2 -1.410200-3 -2.435300-3  1.912100-4  0.000000+0
  1.736000+6  4.763000-2  2.514000-2 -1.194900-3 -2.453600-3  1.948900-4  0.000000+0
  1.740000+6  4.770900-2  2.508700-2 -1.051500-3 -2.525400-3  1.973400-4  0.000000+0
  1.745000+6  4.747100-2  2.454800-2 -9.698700-4 -2.660800-3  2.004000-4  0.000000+0
  1.750000+6  4.693000-2  2.410800-2 -1.024200-3 -2.804400-3  2.034700-4  0.000000+0
  1.755000+6  4.639400-2  2.402300-2 -1.150300-3 -2.917200-3  2.065300-4  0.000000+0
  1.760000+6  4.596400-2  2.415400-2 -1.286800-3 -2.997300-3  2.096000-4  0.000000+0
  1.770000+6  4.529100-2  2.458900-2 -1.529300-3 -3.104400-3  2.157200-4  0.000000+0
  1.780000+6  4.468800-2  2.503500-2 -1.736800-3 -3.183100-3  2.218500-4  0.000000+0
  1.790000+6  4.408700-2  2.545600-2 -1.925600-3 -3.252000-3  2.279800-4  0.000000+0
  1.800000+6  4.347500-2  2.586000-2 -2.104400-3 -3.316800-3  2.341100-4  0.000000+0
  1.820000+6  4.190500-2  2.677700-2 -2.611800-3 -3.411200-3  2.482700-4  0.000000+0
  1.850000+6  3.950300-2  2.812800-2 -3.355400-3 -3.548400-3  2.695000-4  0.000000+0
  1.900000+6  3.462400-2  3.058600-2 -5.085300-3 -3.596600-3  3.065600-4  0.000000+0
  1.925000+6  3.169000-2  3.189100-2 -6.267500-3 -3.474400-3  3.245600-4  0.000000+0
  1.950000+6  2.825000-2  3.325300-2 -7.815600-3 -3.157700-3  3.406800-4  0.000000+0
  1.960000+6  2.667000-2  3.381800-2 -8.585700-3 -2.943400-3  3.461000-4  0.000000+0
  1.970000+6  2.492900-2  3.440500-2 -9.476900-3 -2.654700-3  3.505500-4  0.000000+0
  1.980000+6  2.298000-2  3.502600-2 -1.052400-2 -2.265700-3  3.536500-4  0.000000+0
  1.990000+6  2.075900-2  3.570000-2 -1.178000-2 -1.736900-3  3.547800-4  0.000000+0
  2.000000+6  1.816100-2  3.648000-2 -1.332200-2 -1.006900-3  3.530600-4  0.000000+0
  2.020000+6  1.079700-2  3.894000-2 -1.806100-2  1.571100-3  3.379400-4  0.000000+0
  2.040000+6 -2.062700-3  4.600500-2 -2.688000-2  7.934200-3  2.678500-4  0.000000+0
  2.060000+6 -3.518300-2  9.691510-2 -4.969100-2  3.288000-2  0.000000+0  0.000000+0                      
  2.070000+6 -6.030500-2  2.755900-1 -6.113000-2  7.791200-2 -3.519000-4  0.000000+0
  2.080000+6  5.407200-2  4.256200-1  3.582300-2  4.466600-2  5.298500-4  0.000000+0
  2.090000+6  7.744500-2  1.978400-1  4.476200-2 -1.025600-2  9.477500-4  0.000000+0
  2.100000+6  6.315400-2  1.231700-1  3.078800-2 -1.740600-2  9.142000-4  0.000000+0
  2.110000+6  5.284100-2  9.624000-2  2.202800-2 -1.789700-2  8.752700-4  0.000000+0
  2.120000+6  4.583400-2  8.401510-2  1.651300-2 -1.743800-2  8.529400-4  0.000000+0
  2.130000+6  4.073300-2  7.767810-2  1.275700-2 -1.691400-2  8.426000-4  0.000000+0
  2.140000+6  3.677000-2  7.417900-2  1.002200-2 -1.648200-2  8.402000-4  0.000000+0
  2.150000+6  3.352500-2  7.223900-2  7.923800-3 -1.615600-2  8.432400-4  0.000000+0
  2.300000+6  6.206700-3  8.469710-2 -4.603100-3 -1.697100-2  1.109700-3  0.000000+0
  2.450000+6 -1.572700-2  1.180300-1 -1.182800-2 -2.089400-2  1.541800-3  0.000000+0
  2.600000+6 -3.655900-2  1.684700-1 -1.863200-2 -2.550600-2  2.040700-3  0.000000+0
  2.750000+6 -4.791300-2  2.415900-1 -2.207500-2 -2.924100-2  2.102900-3  0.000000+0
  2.780000+6 -4.374300-2  2.590700-1 -2.019700-2 -3.010300-2  1.553200-3  6.194700-5
  2.800000+6 -2.816600-2  2.684900-1 -1.352800-2 -3.224100-2 -2.143700-4  2.081800-4
  2.805000+6 -1.392900-2  2.682800-1 -7.163900-3 -3.401800-2 -1.776200-3  3.361000-4
  2.810000+6  3.059500-2  2.605400-1  1.474000-2 -3.815400-2 -6.325900-3  7.101800-4
  2.815000+6  1.010200-1  2.822200-1  1.866700-1  6.405100-2  1.085800-2 -5.477000-4
  2.820000+6 -1.161000-1  3.100300-1 -4.142900-2 -1.114100-2  1.161100-2 -7.458500-4
  2.830000+6 -7.678010-2  3.054800-1 -3.155400-2 -2.194500-2  5.970400-3 -2.935000-4
  2.840000+6 -6.628800-2  3.108600-1 -2.785500-2 -2.349100-2  4.736400-3 -1.950300-4
  2.880000+6 -4.664700-2  3.445800-1 -1.939900-2 -2.140900-2  3.340900-3 -9.901500-5
  2.900000+6 -3.385000-2  3.644500-1 -1.328300-2 -1.771900-2  2.856400-3 -8.198900-5
  2.920000+6 -1.298400-2  3.836000-1 -3.016400-3 -1.111100-2  2.175100-3 -6.937400-5
  2.940000+6  2.403500-2  3.919400-1  1.578000-2  9.418900-4  1.038900-3 -6.077300-5
  2.960000+6  8.727510-2  3.502100-1  4.947600-2  2.166000-2 -8.154700-4 -6.569800-5
  2.980000+6  1.405500-1  1.844800-1  8.226010-2  3.900400-2 -2.167800-3 -1.100700-4
  3.000000+6  7.872310-2  4.029700-2  5.622400-2  1.844600-2  0.000000+0  0.000000+0
  3.020000+6 -4.886400-3  6.621410-2  1.352200-2 -9.094900-3  2.605800-3 -1.658800-4
  3.040000+6 -4.590200-2  1.295900-1 -8.942300-3 -2.253900-2  3.838300-3 -1.536600-4
  3.080000+6 -7.009800-2  2.193400-1 -2.348800-2 -3.036900-2  4.576600-3 -1.340200-4
  3.120000+6 -7.229700-2  2.716000-1 -2.572300-2 -3.095300-2  4.688500-3 -1.233400-4
  3.200000+6 -6.205300-2  3.309700-1 -2.133700-2 -2.723200-2  4.487100-3 -1.138200-4
  3.300000+6 -4.077700-2  3.682500-1 -1.014700-2 -1.950200-2  3.891800-3 -1.115400-4
  3.400000+6 -1.657200-2  3.823000-1  3.931300-3 -1.027300-2  3.028700-3 -1.163400-4
  3.500000+6  6.739100-3  3.803400-1  1.911300-2 -5.874600-4  1.975000-3 -1.286100-4
  3.600000+6  2.632600-2  3.674100-1  3.410800-2  8.834100-3  8.050000-4 -1.495200-4
  3.700000+6  4.016800-2  3.475100-1  4.801900-2  1.759300-2 -4.245900-4 -1.803100-4
  3.800000+6  4.670500-2  3.233200-1  6.021800-2  2.558900-2 -1.681400-3 -2.222200-4
  3.900000+6  4.448100-2  2.957800-1  7.000710-2  3.297100-2 -2.954900-3 -2.765700-4
  4.000000+6  3.360800-2  2.627000-1  7.576000-2  4.010500-2 -4.239000-3 -3.441000-4
  4.050000+6  2.864900-2  2.414400-1  7.577100-2  4.367400-2 -4.863500-3 -3.814400-4
  4.100000+6  3.506800-2  2.137400-1  7.227410-2  4.701700-2 -5.413900-3 -4.165800-4
  4.150000+6  8.182700-2  1.773000-1  6.411200-2  4.898700-2 -5.731400-3 -4.375800-4
  4.200000+6  2.136500-1  1.419500-1  5.589800-2  4.674400-2 -5.586600-3 -4.268000-4
  4.250000+6  3.795200-1  1.380800-1  6.223300-2  4.028800-2 -5.298000-3 -4.075900-4
  4.300000+6  4.446100-1  1.606400-1  8.098800-2  3.630700-2 -5.595400-3 -4.356000-4
  4.350000+6  4.305000-1  1.788000-1  9.744400-2  3.623500-2 -6.324900-3 -5.001000-4
  4.400000+6  3.980900-1  1.866700-1  1.086900-1  3.770800-2 -7.149500-3 -5.757700-4
  4.450000+6  3.683800-1  1.880500-1  1.165000-1  3.946000-2 -7.962200-3 -6.544900-4
  4.500000+6  3.446600-1  1.860100-1  1.223600-1  4.110000-2 -8.751400-3 -7.354300-4
  4.600000+6  3.115100-1  1.774500-1  1.309900-1  4.378500-2 -1.029800-2 -9.074100-4
  4.700000+6  2.899700-1  1.666200-1  1.372800-1  4.575300-2 -1.187100-2 -1.099300-3
  4.800000+6  2.743300-1  1.545400-1  1.412700-1  4.720000-2 -1.355100-2 -1.319900-3
  4.880000+6  2.629000-1  1.410400-1  1.384500-1  4.832900-2 -1.513000-2 -1.533900-3
  4.900000+6  2.590700-1  1.339700-1  1.322400-1  4.885300-2 -1.567700-2 -1.605200-3
  4.920000+6  2.528200-1  1.127300-1  1.027100-1  5.011300-2 -1.665100-2 -1.721900-3
  4.925000+6  2.525200-1  9.546700-2  7.149400-2  5.049100-2 -1.708800-2 -1.771400-3
  4.930000+6  2.851000-1  6.948500-2 -1.690100-2  4.550800-2 -1.610600-2 -1.673700-3
  4.935000+6  3.629300-1  2.309100-1  1.876200-1  2.851600-2 -8.949900-3 -9.323300-4
  4.940000+6  2.964600-1  1.966500-1  2.070900-1  4.048200-2 -1.297700-2 -1.355100-3
  4.960000+6  2.657400-1  1.564200-1  1.727000-1  4.630600-2 -1.556700-2 -1.641600-3
  4.980000+6  2.601800-1  1.475300-1  1.654100-1  4.713800-2 -1.627700-2 -1.733200-3
  5.000000+6  2.460000-1  1.244000-1  1.080000-1  4.000000-2 -3.000000-3  0.000000+0
  5.200000+6  2.350000-1  1.063000-1  9.200010-2  3.716000-2 -5.670000-3  0.000000+0
  5.250000+6  2.340000-1  1.029500-1  7.700010-2  3.645000-2 -6.500000-3  0.000000+0
  5.285000+6  2.396000-1  1.006000-1  5.000000-2  3.595000-2 -7.080000-3  0.000000+0
  5.300000+6  2.420000-1  1.000000-1  4.700000-2  3.574000-2 -7.330000-3  0.000000+0
  5.320000+6  2.932000-1  1.040000-1  4.633000-2  3.545000-2 -7.670000-3  0.000000+0
  5.325000+6  3.060000-1  1.170000-1  4.700000-2  3.538000-2 -7.750000-3  0.000000+0
  5.350000+6  3.700000-1  1.820000-1  8.013000-2  3.472000-2 -8.170000-3  0.000000+0
  5.360000+6  3.810000-1  1.846700-1  9.338000-2  3.445000-2 -8.330000-3  0.000000+0
  5.365000+6  3.805000-1  1.860000-1  1.000000-1  3.432000-2 -8.420000-3  0.000000+0
  5.380000+6  3.790000-1  1.900000-1  1.094300-1  3.392000-2 -8.670000-3  0.000000+0
  5.400000+6  3.195000-1  1.883100-1  1.220000-1  3.339000-2 -9.000000-3  0.000000+0
  5.420000+6  2.600000-1  1.866300-1  1.268000-1  3.286000-2 -9.600000-3  0.000000+0
  5.470000+6  2.250000-1  1.824100-1  1.364000-1  3.153000-2 -1.110000-2  0.000000+0
  5.500000+6  2.186200-1  1.798700-1  1.400000-1  3.073000-2 -1.200000-2  0.000000+0
  5.550000+6  2.080000-1  1.756600-1  1.402500-1  2.940000-2 -1.350000-2  0.000000+0
  5.700000+6  1.943300-1  1.630000-1  1.410000-1  2.460000-2 -1.800000-2  0.000000+0
  5.950000+6  1.715600-1  1.615000-1  1.440000-1  1.660000-2 -2.800000-2  0.000000+0
  6.050000+6  1.630000-1  1.630000-1  1.600000-1  1.400000-2 -3.294000-2  0.000000+0
  6.100000+6  1.550000-1  1.670000-1  1.790000-1  1.300000-2 -3.588000-2  2.000000-3
  6.150000+6  1.369200-1  1.710000-1  1.980000-1  1.400000-2 -3.882000-2  7.000000-3
  6.185000+6  1.242700-1  1.793100-1  2.164100-1  1.600000-2 -4.000000-2  1.313000-2
  6.200000+6  1.188500-1  1.828700-1  2.243000-1  2.080000-2 -4.000000-2  1.700000-2
  6.210000+6  1.152300-1  1.852500-1  2.295600-1  2.400000-2 -3.840000-2  2.000000-2
  6.225000+6  1.098100-1  1.888100-1  2.374400-1  4.680000-2 -3.600000-2  2.450000-2
  6.230000+6  1.080000-1  1.900000-1  2.400700-1  5.440000-2 -2.970000-2  2.600000-2
  6.250000+6  1.060000-1  2.050000-1  2.505900-1  8.480010-2 -4.500000-3  3.200000-2
  6.260000+6  1.120000-1  2.125000-1  2.558500-1  1.000000-1  8.100000-3  3.280000-2
  6.275000+6  1.492000-1  2.265000-1  2.637400-1  1.228000-1  2.700000-2  3.400000-2
  6.285000+6  1.740000-1  2.395000-1  2.690000-1  1.380000-1  3.960000-2  3.320000-2
  6.300000+6  2.112000-1  2.590000-1  2.680000-1  1.608000-1  5.850000-2  3.200000-2
  6.310000+6  2.360000-1  2.720000-1  2.673400-1  1.760000-1  7.110000-2  2.980000-2
  6.320000+6  2.608000-1  2.850000-1  2.666700-1  1.820000-1  8.370000-2  2.760000-2
  6.325000+6  2.732000-1  2.870000-1  2.650000-1  1.820000-1  9.000000-2  2.650000-2
  6.340000+6  3.104000-1  2.930000-1  2.350000-1  1.820000-1  9.200010-2  2.320000-2
  6.350000+6  3.352000-1  2.910000-1  2.150000-1  1.820000-1  9.000000-2  2.100000-2
  6.360000+6  3.600000-1  2.890000-1  2.072000-1  1.780000-1  8.350010-2  1.880000-2
  6.390000+6  3.626100-1  2.830000-1  1.838000-1  1.557100-1  6.400000-2  1.220000-2
  6.400000+6  3.634800-1  2.767500-1  1.760000-1  1.475900-1  6.136000-2  1.000000-2
  6.430000+6  3.660900-1  2.580000-1  1.710000-1  1.232400-1  5.345000-2  3.400000-3
  6.450000+6  3.678300-1  2.566700-1  1.715000-1  1.070000-1  4.818000-2 -1.000000-3
  6.460000+6  3.680000-1  2.560000-1  1.717500-1  1.065000-1  4.555000-2 -2.000000-3
  6.470000+6  3.885000-1  2.685000-1  1.720000-1  1.060000-1  4.291000-2 -3.000000-3
  6.480000+6  4.090000-1  2.810000-1  1.780600-1  1.055000-1  4.027000-2 -4.000000-3
  6.490000+6  4.295000-1  2.935000-1  1.841300-1  1.060000-1  3.764000-2 -4.330000-3
  6.500000+6  4.500000-1  3.060000-1  1.901900-1  1.115000-1  3.500000-2 -4.670000-3
  6.530000+6  4.515000-1  3.100000-1  2.107500-1  1.280000-1  2.960000-2 -4.330000-3
  6.540000+6  4.520000-1  3.090000-1  2.180000-1  1.290000-1  2.780000-2 -4.000000-3
  6.550000+6  4.500000-1  2.858300-1  2.186700-1  1.300000-1  2.600000-2 -2.500000-3
  6.570000+6  3.900000-1  2.395000-1  2.200000-1  1.280000-1  2.240000-2  5.000000-4
  6.600000+6  3.000000-1  1.700000-1  1.950000-1  1.167500-1  1.700000-2  5.000000-3
  6.610000+6  2.700000-1  1.600000-1  1.898000-1  1.130000-1  1.560000-2  6.000000-3
  6.620000+6  2.625700-1  1.500000-1  1.846000-1  1.092500-1  1.420000-2  7.000000-3
  6.650000+6  2.402900-1  1.200000-1  1.690000-1  9.800000-2  1.000000-2  5.000000-3
  6.680000+6  2.180000-1  1.050000-1  1.534000-1  8.900000-2  5.800000-3  3.200000-3
  6.700000+6  2.138000-1  9.500010-2  1.430000-1  8.300000-2  3.000000-3  2.000000-3
  6.730000+6  2.075100-1  8.000000-2  1.358000-1  7.400000-2 -3.000000-4  1.140000-3
  6.800000+6  1.998700-1  6.483000-2  1.190000-1  5.700000-2 -8.000000-3  0.000000+0
  6.850000+6  1.964400-1  5.400000-2  1.100000-1  4.600000-2 -1.200000-2  0.000000+0
  6.950000+6  1.958600-1  4.500000-2  8.700010-2  3.100000-2 -1.400000-2  0.000000+0
  6.970000+6  1.970000-1  4.420000-2  8.140000-2  2.860000-2 -1.420000-2  0.000000+0
  7.000000+6  2.067500-1  4.300000-2  7.300000-2  2.500000-2 -1.300000-2  0.000000+0
  7.050000+6  2.230000-1  4.500000-2  5.750000-2  2.100000-2 -1.000000-2  0.000000+0
  7.110000+6  2.640000-1  5.680000-2  4.033000-2  1.900000-2 -5.200000-3  0.000000+0
  7.130000+6  2.900000-1  6.440010-2  3.700000-2  1.900000-2 -3.600000-3  0.000000+0
  7.150000+6  3.160000-1  7.200010-2  3.700000-2  1.900000-2 -2.000000-3  0.000000+0
  7.160000+6  3.290000-1  8.560010-2  3.700000-2  1.940000-2 -1.050000-3  0.000000+0
  7.170000+6  3.420000-1  9.920010-2  3.950000-2  1.980000-2 -1.000000-4  0.000000+0
  7.200000+6  4.098500-1  1.400000-1  4.700000-2  2.100000-2  2.750000-3  0.000000+0
  7.250000+6  5.229200-1  2.266700-1  7.000000-2  2.300000-2  7.500000-3  0.000000+0
  7.300000+6  6.360000-1  3.133300-1  1.015000-1  2.600000-2  1.225000-2  0.000000+0
  7.325000+6  6.450000-1  3.566700-1  1.172500-1  2.750000-2  1.463000-2  0.000000+0
  7.350000+6  6.370000-1  3.950000-1  1.330000-1  2.900000-2  1.700000-2  0.000000+0
  7.390000+6  5.143300-1  4.300000-1  1.538000-1  3.300000-2  2.020000-2  0.000000+0
  7.400000+6  4.836700-1  4.300000-1  1.590000-1  3.400000-2  2.100000-2  0.000000+0
  7.440000+6  3.610000-1  4.400000-1  1.742000-1  3.800000-2  2.180000-2  0.000000+0
  7.450000+6  3.536700-1  4.420000-1  1.780000-1  3.900000-2  2.200000-2  0.000000+0
  7.500000+6  3.170000-1  4.380000-1  1.915000-1  4.800000-2  2.200000-2  5.700000-4
  7.550000+6  2.980000-1  4.180000-1  2.050000-1  6.918000-2  2.200000-2  2.000000-3
  7.580000+6  2.866000-1  4.050000-1  2.101400-1  8.188000-2  2.260000-2  5.300000-3
  7.600000+6  2.790000-1  4.058600-1  2.135700-1  9.035000-2  2.300000-2  7.500000-3
  7.635000+6  2.722000-1  4.073700-1  2.195700-1  1.051800-1  3.000000-2  1.135000-2
  7.670000+6  2.680000-1  4.195600-1  2.255700-1  1.200000-1  4.583000-2  1.367000-2
  7.700000+6  2.701000-1  4.300000-1  2.307100-1  1.248000-1  5.939000-2  1.350000-2
  7.740000+6  2.750000-1  4.752000-1  2.375700-1  1.292500-1  7.748010-2  1.069000-2
  7.750000+6  2.812500-1  4.865000-1  2.392900-1  1.298800-1  8.200010-2  9.540000-3
  7.770000+6  2.937500-1  5.091000-1  2.427100-1  1.311200-1  8.600010-2  7.230000-3
  7.780000+6  3.000000-1  5.204000-1  2.444300-1  1.317500-1  8.600010-2  6.080000-3
  7.790000+6  3.209100-1  5.317000-1  2.461400-1  1.323800-1  8.600010-2  4.920000-3
  7.800000+6  3.418200-1  5.430000-1  2.478600-1  1.330000-1  8.400000-2  3.770000-3
  7.810000+6  3.627300-1  5.476700-1  2.495700-1  1.330700-1  8.200010-2  2.620000-3
  7.830000+6  4.045500-1  5.570000-1  2.530000-1  1.332000-1  7.433000-2  3.100000-4
  7.850000+6  4.463600-1  5.543300-1  2.564300-1  1.333300-1  6.667000-2 -2.000000-3
  8.000000+6  5.000000-1  5.000000-1  2.400000-1  1.000000-1  2.400000-2 -1.200000-2
  8.150000+6  6.337000-1  5.299000-1  3.526000-1  2.108000-1  8.000000-2  8.000000-3
  8.200000+6  6.548000-1  5.360000-1  3.612000-1  2.180000-1  8.000000-2  8.000000-3
  8.250000+6  6.510000-1  5.000000-1  3.523000-1  2.067000-1  6.625010-2  7.330000-3
  8.350000+6  5.674000-1  4.400000-1  3.321000-1  1.689000-1  4.000000-2  5.110000-3
  8.450000+6  5.033000-1  4.070000-1  3.187000-1  1.410000-1  3.000000-2  4.000000-3
  8.500000+6  4.600000-1  3.600000-1  3.000000-1  1.100000-1  4.000000-3  1.000000-3
  8.705000+6  3.745000-1  3.338000-1  3.019000-1  1.015000-1  1.371000-2  1.648000-2
  9.000000+6  2.800000-1  2.300000-1  2.900000-1  9.000000-2  1.000000-3  5.000000-3
  9.500000+6  4.600000-1  3.800000-1  3.100000-1  1.400000-1  4.000000-2  5.000000-3
  1.000000+7  5.500000-1  4.200000-1  3.300000-1  1.500000-1  3.000000-2  6.000000-3
  1.050000+7  5.300000-1  4.300000-1  3.300000-1  1.300000-1  4.000000-2  3.500000-2
  1.100000+7  6.000000-1  4.600000-1  3.200000-1  1.300000-1  4.000000-2  1.000000-2
  1.150000+7  5.600000-1  4.400000-1  3.100000-1  1.400000-1  3.000000-2  2.000000-2
  1.200000+7  5.400000-1  4.100000-1  3.200000-1  1.400000-1  5.000000-2  3.000000-2
  1.250000+7  5.100000-1  4.000000-1  3.200000-1  1.600000-1  5.000000-2  2.000000-2
  1.300000+7  5.800000-1  4.600000-1  3.500000-1  1.800000-1  7.000000-2  3.000000-2
  1.350000+7  5.700000-1  4.400000-1  3.400000-1  1.800000-1  6.000000-2  2.000000-2
  1.400000+7  6.000000-1  4.500000-1  3.200000-1  2.000000-1  7.000000-2  4.000000-2
  1.450000+7  5.900000-1  4.700000-1  3.200000-1  2.000000-1  8.000000-2  4.000000-2
  1.500000+7  6.300000-1  4.600000-1  3.100000-1  2.000000-1  9.000000-2  4.700000-2
  1.600000+7  6.600000-1  4.800000-1  3.200000-1  2.100000-1  1.000000-1  2.000000-2
  1.700000+7  6.800000-1  4.900000-1  3.300000-1  2.000000-1  1.070000-1  5.000000-2
  1.800000+7  7.000000-1  4.900000-1  3.300000-1  2.000000-1  1.110000-1  5.000000-2
  1.900000+7  7.200000-1  5.100000-1  3.500000-1  2.000000-1  1.120000-1  4.300000-2
  2.000000+7  7.300000-1  5.200000-1  3.500000-1  2.000000-1  1.130000-1  4.000000-2
